Configuration,DetailedConfiguration,Run,TotalDeliveries,AvgDeliveryTime,DeliveryTimeSD,AvgEarnings,EarningsSD,AvgDeliveriesPerCourier,DeliveriesPerCourierSD,CourierUtilization,WaitingPercentage,SearchingPercentage,EarningsPerHour,OnTheFlyJobs,MemoryJobs,JobTypeRatio,AvgJobsPerCourier,JobsPerCourierSD
"autonomy-level=0","autonomy-level=0_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_14,2549,"52.6183","47.248","13642.7205","1035.3552","424.8333","15.8923","0.4032","67.999","0","3410.6801",0,"2551","0","424.8333","15.8923"
"autonomy-level=0","autonomy-level=0_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_15,2542,"55.6235","48.2662","14332.2459","1172.4574","423.6667","22.5802","0.2414","66.4145","0","3583.0615",0,"2544","0","423.6667","22.5802"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_1,2582,"43.5046","41.5622","12978.29","2007.4035","430.3333","15.9332","0.0168","68.2946","0","3244.5725",0,"2582","0","430.3333","15.9332"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_2,2621,"46.8203","36.3468","15315.9067","1016.6231","436.8333","11.5138","0.2746","62.0934","0","3828.9767",0,"2624","0","436.8333","11.5138"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_3,2730,"57.1253","52.8106","18335.4644","471.7725","455","1.0954","0.1381","54.8806","0","4583.8661",0,"2731","0","455","1.0954"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_4,2586,"53.7544","49.4064","16644.1575","274.7252","431","1.5492","0.1214","59.4826","0","4161.0394",0,"2586","0","431","1.5492"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_5,2612,"56.7366","48.1074","17403.8406","802.3354","435.3333","8.6178","0.1423","57.2836","0","4350.9601",0,"2612","0","435.3333","8.6178"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_6,2553,"37.5166","15.9786","13409.2848","270.2424","425.5","0.5477","0.2517","66.2787","0","3352.3212",0,"2556","0","425.5","0.5477"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_7,2644,"41.1933","19.2178","14539.271","1759.3107","440.6667","5.5015","0.164","63.8254","0","3634.8178",0,"2644","0","440.6667","5.5015"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_8,2644,"39.2103","29.1697","12809.6313","1604.7667","440.6667","1.633","0.1211","67.8891","0","3202.4078",0,"2645","0","440.6667","1.633"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_9,2640,"45.3716","36.4267","14037.2662","1038.7803","440","2","0.1511","64.7824","0","3509.3165",0,"2641","0","440","2"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_10,2699,"50.9452","37.3713","15929.5473","2379.5948","449.8333","15.3547","0.1455","61.8127","0","3982.3868",0,"2701","0","449.8333","15.3547"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_11,2652,"44.0064","49.189","12570.9188","403.6249","442","3.3466","0.2498","68.2222","0","3142.7297",0,"2653","0","442","3.3466"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_12,2628,"52.0563","26.4394","17812.205","743.6056","438","0.8944","0.0623","55.9715","0","4453.0513",0,"2628","0","438","0.8944"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_13,2565,"53.1119","45.0256","16019.6894","1888.6353","427.5","3.5071","0.3112","60.0789","0","4004.9223",0,"2567","0","427.5","3.5071"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_14,2576,"47.2007","45.3555","13748.4692","1129.6189","429.3333","8.0416","0.3561","66.2357","0","3437.1173",0,"2579","0","429.3333","8.0416"
"autonomy-level=1","autonomy-level=1_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_15,2565,"44.6519","36.9945","14257.9317","514.357","427.5","13.3379","0.0439","64.7861","0","3564.4829",0,"2565","0","427.5","13.3379"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_1,2705,"81.1323","66.828","13824.9197","469.3596","450.8333","9.3897","0.2123","3.9666","59.7907","3456.2299",0,"263","0","450.8333","9.3897"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_2,2551,"93.8714","82.8832","15145.3508","979.7857","425.1667","20.4002","0.2739","3.8926","57.1777","3786.3377",0,"329","0","425.1667","20.4002"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_3,2592,"107.2539","89.0541","17510.5238","930.9427","432","22.9172","0.2136","3.5449","52.2616","4377.631",0,"446","0","432","22.9172"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_4,2541,"117.719","107.2191","16421.428","254.9998","423.5","6.3797","0.5392","3.608","54.8387","4105.357",0,"419","0","423.5","6.3797"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_5,2610,"137.2011","135.6433","17342.1387","819.2665","435","18.5041","5.0E-4","3.6777","52.3951","4335.5347",0,"477","0","435","18.5041"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_6,2526,"71.4339","56.9656","13851.3393","491.6199","421","15.0864","0.0866","3.048","61.1761","3462.8348",0,"252","0","421","15.0864"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_7,2550,"87.2235","75.8824","14147.93","803.7956","425","11.8322","0.2771","3.3706","60.0419","3536.9825",0,"274","0","425","11.8322"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_8,2576,"72.5512","58.5489","12245.5699","431.229","429.3333","11.6218","0","3.1242","64.3146","3061.3925",0,"198","0","429.3333","11.6218"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_9,2602,"72.3663","51.8856","13429.3786","525.6363","433.6667","10.8012","0.2734","3.3777","61.1865","3357.3446",0,"225","0","433.6667","10.8012"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_10,2550,"101.4027","94.5308","14894.3272","662.3573","425","15.3232","0.0577","4.5822","57.1101","3723.5818",0,"309","0","425","15.3232"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_11,2607,"69.8799","50.7902","12380.9055","516.3095","434.5","19.2016","0.0291","3.4059","63.4813","3095.2264",0,"196","0","434.5","19.2016"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_12,2503,"131.2117","126.4381","16890.165","1313.6353","417.1667","25.9107","0.1103","3.499","53.9277","4222.5412",0,"478","0","417.1667","25.9107"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_13,2567,"114.7994","117.5571","15855.3032","787.8095","427.8333","13.4821","0.192","3.2311","56.0343","3963.8258",0,"374","0","427.8333","13.4821"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_14,2624,"87.5244","71.072","14072.1049","364.8541","437.3333","15.9081","0.0853","3.9151","59.2785","3518.0262",0,"233","0","437.3333","15.9081"
"autonomy-level=2","autonomy-level=2_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_15,2530,"86.5431","70.161","14100.4531","684.0626","421.6667","14.8683","0.1583","3.3893","60.1082","3525.1133",0,"283","0","421.6667","14.8683"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_1,2644,"43.8521","35.083","13507.9241","1213.0954","440.6667","42.1553","0.1197","66.7774","0","3376.981",0,"2040","0","440.6667","42.1553"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_2,2457,"45.7505","25.3085","14625.7392","666.7884","409.5","13.5757","0.4646","64.0388","0","3656.4348",0,"2012","0","409.5","13.5757"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_3,2579,"51.4556","32.2322","16972.5325","436.3812","429.8333","3.8687","0.2044","58.3648","0","4243.1331",0,"2048","0","429.8333","3.8687"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_4,2629,"56.4777","51.205","17054.3865","998.4486","438.1667","25.4198","0.4331","58.7324","0","4263.5966",0,"1959","0","438.1667","25.4198"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_5,2681,"70.533","128.3733","17899.5796","297.1037","446.8333","11.3034","0.0865","56.4643","0","4474.8949",0,"1920","0","446.8333","11.3034"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_6,2561,"38.0184","15.3746","13702.4451","313.5417","426.8333","2.5626","0.3931","65.6337","0","3425.6113",0,"2327","0","426.8333","2.5626"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_7,2545,"64.3505","162.5688","14106.2593","1148.7811","424.1667","27.2427","0.0061","65.174","0","3526.5648",0,"1971","0","424.1667","27.2427"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_8,2578,"39.2991","28.0435","12385.7425","1420.8057","429.6667","20.2254","0.2767","69.2326","0","3096.4356",0,"2097","0","429.6667","20.2254"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_9,2541,"42.4719","37.239","13255.8697","1682.6732","423.5","67.5004","0.2078","66.9743","0","3313.9674",0,"2060","0","423.5","67.5004"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_10,2629,"117.3507","349.661","15427.9764","2309.3257","438.1667","54.4625","0.2077","63.6503","0","3856.9941",0,"1552","0","438.1667","54.4625"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_11,2575,"41.3802","32.5762","12252.0399","680.4717","429.1667","33.0661","0","69.4745","0","3063.01",0,"1980","0","429.1667","33.0661"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_12,2637,"66.2006","111.3833","18138.0714","1491.3792","439.5","50.9343","0.0022","55.7878","0","4534.5179",0,"1925","0","439.5","50.9343"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_13,2621,"101.422","350.346","16304.3636","2053.955","436.8333","43.7695","0.1999","60.1634","0","4076.0909",0,"1811","0","436.8333","43.7695"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_14,2613,"57.9449","75.2808","14115.7432","1475.8687","435.5","36.1317","0.2892","65.8798","0","3528.9358",0,"1832","0","435.5","36.1317"
"autonomy-level=3","autonomy-level=3_couriers=6_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=1_learningModel=Demand Prediction_predWeight=1_clusters=2_restsPerCluster=3_restsClusterSize=8_oppSwitch=true_switchThresh=10",run_15,2570,"47.8595","38.5178","14539.2639","783.4933","428.3333","27.6526","0.2086","64.4545","0","3634.816",0,"2004","0","428.3333","27.6526"

