tick,time_of_day,time_window,open_orders,created_window_1,created_window_2,created_window_3,created_window_4,completed_window_1,completed_window_2,completed_window_3,completed_window_4
18300,5.08,1,1,460,2947,2437,1368,460,2943,2423,1380
18600,5.17,1,0,460,2947,2437,1368,460,2943,2423,1380
18900,5.25,1,0,460,2947,2437,1368,460,2943,2423,1380
19200,5.33,1,0,460,2947,2437,1368,460,2943,2423,1380
19500,5.42,1,1,460,2947,2437,1368,460,2943,2423,1380
19800,5.5,1,0,460,2947,2437,1368,460,2943,2423,1380
20100,5.58,1,0,460,2947,2437,1368,460,2943,2423,1380
20400,5.67,1,0,460,2947,2437,1368,460,2943,2423,1380
20700,5.75,1,1,460,2947,2437,1368,460,2943,2423,1380
21000,5.83,1,2,460,2947,2437,1368,460,2943,2423,1380
21300,5.92,1,0,460,2947,2437,1368,460,2943,2423,1380
21600,6,1,2,460,2947,2437,1368,460,2943,2423,1380
21900,6.08,1,1,460,2947,2437,1368,460,2943,2423,1380
22200,6.17,1,1,460,2947,2437,1368,460,2943,2423,1380
22500,6.25,1,1,460,2947,2437,1368,460,2943,2423,1380
22800,6.33,1,0,460,2947,2437,1368,460,2943,2423,1380
23100,6.42,1,0,460,2947,2437,1368,460,2943,2423,1380
23400,6.5,1,1,460,2947,2437,1368,460,2943,2423,1380
23700,6.58,1,0,460,2947,2437,1368,460,2943,2423,1380
24000,6.67,1,2,460,2947,2437,1368,460,2943,2423,1380
24300,6.75,1,0,460,2947,2437,1368,460,2943,2423,1380
24600,6.83,1,1,460,2947,2437,1368,460,2943,2423,1380
24900,6.92,1,1,460,2947,2437,1368,460,2943,2423,1380
25200,7,1,0,460,2947,2437,1368,460,2943,2423,1380
25500,7.08,1,2,460,2947,2437,1368,460,2943,2423,1380
25800,7.17,1,1,460,2947,2437,1368,460,2943,2423,1380
26100,7.25,1,1,460,2947,2437,1368,460,2943,2423,1380
26400,7.33,1,0,460,2947,2437,1368,460,2943,2423,1380
26700,7.42,1,2,460,2947,2437,1368,460,2943,2423,1380
27000,7.5,1,2,460,2947,2437,1368,460,2943,2423,1380
27300,7.58,1,1,460,2947,2437,1368,460,2943,2423,1380
27600,7.67,1,2,460,2947,2437,1368,460,2943,2423,1380
27900,7.75,1,1,460,2947,2437,1368,460,2943,2423,1380
28200,7.83,1,2,460,2947,2437,1368,460,2943,2423,1380
28500,7.92,1,1,460,2947,2437,1368,460,2943,2423,1380
28800,8,1,1,460,2947,2437,1368,460,2943,2423,1380
29100,8.08,1,1,460,2947,2437,1368,460,2943,2423,1380
29400,8.17,1,0,460,2947,2437,1368,460,2943,2423,1380
29700,8.25,1,1,460,2947,2437,1368,460,2943,2423,1380
30000,8.33,1,1,460,2947,2437,1368,460,2943,2423,1380
30300,8.42,1,1,460,2947,2437,1368,460,2943,2423,1380
30600,8.5,1,0,460,2947,2437,1368,460,2943,2423,1380
30900,8.58,1,1,460,2947,2437,1368,460,2943,2423,1380
31200,8.67,1,0,460,2947,2437,1368,460,2943,2423,1380
31500,8.75,1,1,460,2947,2437,1368,460,2943,2423,1380
31800,8.83,1,0,460,2947,2437,1368,460,2943,2423,1380
32100,8.92,1,0,460,2947,2437,1368,460,2943,2423,1380
32400,9,2,0,460,2947,2437,1368,460,2943,2423,1380
32700,9.08,2,4,460,2947,2437,1368,460,2943,2423,1380
33000,9.17,2,3,460,2947,2437,1368,460,2943,2423,1380
33300,9.25,2,4,460,2947,2437,1368,460,2943,2423,1380
33600,9.33,2,4,460,2947,2437,1368,460,2943,2423,1380
33900,9.42,2,6,460,2947,2437,1368,460,2943,2423,1380
34200,9.5,2,5,460,2947,2437,1368,460,2943,2423,1380
34500,9.58,2,4,460,2947,2437,1368,460,2943,2423,1380
34800,9.67,2,3,460,2947,2437,1368,460,2943,2423,1380
35100,9.75,2,1,460,2947,2437,1368,460,2943,2423,1380
35400,9.83,2,6,460,2947,2437,1368,460,2943,2423,1380
35700,9.92,2,9,460,2947,2437,1368,460,2943,2423,1380
36000,10,2,5,460,2947,2437,1368,460,2943,2423,1380
36300,10.08,2,6,460,2947,2437,1368,460,2943,2423,1380
36600,10.17,2,4,460,2947,2437,1368,460,2943,2423,1380
36900,10.25,2,4,460,2947,2437,1368,460,2943,2423,1380
37200,10.33,2,3,460,2947,2437,1368,460,2943,2423,1380
37500,10.42,2,3,460,2947,2437,1368,460,2943,2423,1380
37800,10.5,2,4,460,2947,2437,1368,460,2943,2423,1380
38100,10.58,2,3,460,2947,2437,1368,460,2943,2423,1380
38400,10.67,2,1,460,2947,2437,1368,460,2943,2423,1380
38700,10.75,2,9,460,2947,2437,1368,460,2943,2423,1380
39000,10.83,2,4,460,2947,2437,1368,460,2943,2423,1380
39300,10.92,2,1,460,2947,2437,1368,460,2943,2423,1380
39600,11,2,3,460,2947,2437,1368,460,2943,2423,1380
39900,11.08,2,3,460,2947,2437,1368,460,2943,2423,1380
40200,11.17,2,3,460,2947,2437,1368,460,2943,2423,1380
40500,11.25,2,7,460,2947,2437,1368,460,2943,2423,1380
40800,11.33,2,8,460,2947,2437,1368,460,2943,2423,1380
41100,11.42,2,6,460,2947,2437,1368,460,2943,2423,1380
41400,11.5,2,4,460,2947,2437,1368,460,2943,2423,1380
41700,11.58,2,5,460,2947,2437,1368,460,2943,2423,1380
42000,11.67,2,3,460,2947,2437,1368,460,2943,2423,1380
42300,11.75,2,3,460,2947,2437,1368,460,2943,2423,1380
42600,11.83,2,6,460,2947,2437,1368,460,2943,2423,1380
42900,11.92,2,4,460,2947,2437,1368,460,2943,2423,1380
43200,12,2,7,460,2947,2437,1368,460,2943,2423,1380
43500,12.08,2,4,460,2947,2437,1368,460,2943,2423,1380
43800,12.17,2,8,460,2947,2437,1368,460,2943,2423,1380
44100,12.25,2,2,460,2947,2437,1368,460,2943,2423,1380
44400,12.33,2,3,460,2947,2437,1368,460,2943,2423,1380
44700,12.42,2,5,460,2947,2437,1368,460,2943,2423,1380
45000,12.5,2,3,460,2947,2437,1368,460,2943,2423,1380
45300,12.58,2,4,460,2947,2437,1368,460,2943,2423,1380
45600,12.67,2,7,460,2947,2437,1368,460,2943,2423,1380
45900,12.75,2,5,460,2947,2437,1368,460,2943,2423,1380
46200,12.83,2,4,460,2947,2437,1368,460,2943,2423,1380
46500,12.92,2,2,460,2947,2437,1368,460,2943,2423,1380
46800,13,2,5,460,2947,2437,1368,460,2943,2423,1380
47100,13.08,2,4,460,2947,2437,1368,460,2943,2423,1380
47400,13.17,2,5,460,2947,2437,1368,460,2943,2423,1380
47700,13.25,2,4,460,2947,2437,1368,460,2943,2423,1380
48000,13.33,2,4,460,2947,2437,1368,460,2943,2423,1380
48300,13.42,2,4,460,2947,2437,1368,460,2943,2423,1380
48600,13.5,2,2,460,2947,2437,1368,460,2943,2423,1380
48900,13.58,2,2,460,2947,2437,1368,460,2943,2423,1380
49200,13.67,2,7,460,2947,2437,1368,460,2943,2423,1380
49500,13.75,2,4,460,2947,2437,1368,460,2943,2423,1380
49800,13.83,2,2,460,2947,2437,1368,460,2943,2423,1380
50100,13.92,2,6,460,2947,2437,1368,460,2943,2423,1380
50400,14,2,3,460,2947,2437,1368,460,2943,2423,1380
50700,14.08,2,3,460,2947,2437,1368,460,2943,2423,1380
51000,14.17,2,7,460,2947,2437,1368,460,2943,2423,1380
51300,14.25,2,6,460,2947,2437,1368,460,2943,2423,1380
51600,14.33,2,4,460,2947,2437,1368,460,2943,2423,1380
51900,14.42,2,3,460,2947,2437,1368,460,2943,2423,1380
52200,14.5,2,6,460,2947,2437,1368,460,2943,2423,1380
52500,14.58,2,4,460,2947,2437,1368,460,2943,2423,1380
52800,14.67,2,4,460,2947,2437,1368,460,2943,2423,1380
53100,14.75,2,4,460,2947,2437,1368,460,2943,2423,1380
53400,14.83,2,2,460,2947,2437,1368,460,2943,2423,1380
53700,14.92,2,2,460,2947,2437,1368,460,2943,2423,1380
54000,15,2,6,460,2947,2437,1368,460,2943,2423,1380
54300,15.08,2,7,460,2947,2437,1368,460,2943,2423,1380
54600,15.17,2,2,460,2947,2437,1368,460,2943,2423,1380
54900,15.25,2,10,460,2947,2437,1368,460,2943,2423,1380
55200,15.33,2,4,460,2947,2437,1368,460,2943,2423,1380
55500,15.42,2,2,460,2947,2437,1368,460,2943,2423,1380
55800,15.5,2,6,460,2947,2437,1368,460,2943,2423,1380
56100,15.58,2,4,460,2947,2437,1368,460,2943,2423,1380
56400,15.67,2,8,460,2947,2437,1368,460,2943,2423,1380
56700,15.75,2,6,460,2947,2437,1368,460,2943,2423,1380
57000,15.83,2,4,460,2947,2437,1368,460,2943,2423,1380
57300,15.92,2,4,460,2947,2437,1368,460,2943,2423,1380
57600,16,2,5,460,2947,2437,1368,460,2943,2423,1380
57900,16.08,2,1,460,2947,2437,1368,460,2943,2423,1380
58200,16.17,2,5,460,2947,2437,1368,460,2943,2423,1380
58500,16.25,2,6,460,2947,2437,1368,460,2943,2423,1380
58800,16.33,2,4,460,2947,2437,1368,460,2943,2423,1380
59100,16.42,2,4,460,2947,2437,1368,460,2943,2423,1380
59400,16.5,2,2,460,2947,2437,1368,460,2943,2423,1380
59700,16.58,2,2,460,2947,2437,1368,460,2943,2423,1380
60000,16.67,2,1,460,2947,2437,1368,460,2943,2423,1380
60300,16.75,2,4,460,2947,2437,1368,460,2943,2423,1380
60600,16.83,2,5,460,2947,2437,1368,460,2943,2423,1380
60900,16.92,2,5,460,2947,2437,1368,460,2943,2423,1380
61200,17,2,6,460,2947,2437,1368,460,2943,2423,1380
61500,17.08,2,5,460,2947,2437,1368,460,2943,2423,1380
61800,17.17,2,5,460,2947,2437,1368,460,2943,2423,1380
62100,17.25,2,1,460,2947,2437,1368,460,2943,2423,1380
62400,17.33,2,2,460,2947,2437,1368,460,2943,2423,1380
62700,17.42,2,1,460,2947,2437,1368,460,2943,2423,1380
63000,17.5,3,3,460,2947,2437,1368,460,2943,2423,1380
63300,17.58,3,11,460,2947,2437,1368,460,2943,2423,1380
63600,17.67,3,13,460,2947,2437,1368,460,2943,2423,1380
63900,17.75,3,18,460,2947,2437,1368,460,2943,2423,1380
64200,17.83,3,16,460,2947,2437,1368,460,2943,2423,1380
64500,17.92,3,18,460,2947,2437,1368,460,2943,2423,1380
64800,18,3,14,460,2947,2437,1368,460,2943,2423,1380
65100,18.08,3,17,460,2947,2437,1368,460,2943,2423,1380
65400,18.17,3,7,460,2947,2437,1368,460,2943,2423,1380
65700,18.25,3,14,460,2947,2437,1368,460,2943,2423,1380
66000,18.33,3,13,460,2947,2437,1368,460,2943,2423,1380
66300,18.42,3,16,460,2947,2437,1368,460,2943,2423,1380
66600,18.5,3,27,460,2947,2437,1368,460,2943,2423,1380
66900,18.58,3,7,460,2947,2437,1368,460,2943,2423,1380
67200,18.67,3,14,460,2947,2437,1368,460,2943,2423,1380
67500,18.75,3,17,460,2947,2437,1368,460,2943,2423,1380
67800,18.83,3,11,460,2947,2437,1368,460,2943,2423,1380
68100,18.92,3,18,460,2947,2437,1368,460,2943,2423,1380
68400,19,3,15,460,2947,2437,1368,460,2943,2423,1380
68700,19.08,3,12,460,2947,2437,1368,460,2943,2423,1380
69000,19.17,3,14,460,2947,2437,1368,460,2943,2423,1380
69300,19.25,3,27,460,2947,2437,1368,460,2943,2423,1380
69600,19.33,3,17,460,2947,2437,1368,460,2943,2423,1380
69900,19.42,3,21,460,2947,2437,1368,460,2943,2423,1380
70200,19.5,3,16,460,2947,2437,1368,460,2943,2423,1380
70500,19.58,3,13,460,2947,2437,1368,460,2943,2423,1380
70800,19.67,3,13,460,2947,2437,1368,460,2943,2423,1380
71100,19.75,3,17,460,2947,2437,1368,460,2943,2423,1380
71400,19.83,3,8,460,2947,2437,1368,460,2943,2423,1380
71700,19.92,3,17,460,2947,2437,1368,460,2943,2423,1380
72000,20,4,18,460,2947,2437,1368,460,2943,2423,1380
72300,20.08,4,3,460,2947,2437,1368,460,2943,2423,1380
72600,20.17,4,1,460,2947,2437,1368,460,2943,2423,1380
72900,20.25,4,2,460,2947,2437,1368,460,2943,2423,1380
73200,20.33,4,6,460,2947,2437,1368,460,2943,2423,1380
73500,20.42,4,4,460,2947,2437,1368,460,2943,2423,1380
73800,20.5,4,2,460,2947,2437,1368,460,2943,2423,1380
74100,20.58,4,3,460,2947,2437,1368,460,2943,2423,1380
74400,20.67,4,4,460,2947,2437,1368,460,2943,2423,1380
74700,20.75,4,3,460,2947,2437,1368,460,2943,2423,1380
75000,20.83,4,7,460,2947,2437,1368,460,2943,2423,1380
75300,20.92,4,4,460,2947,2437,1368,460,2943,2423,1380
75600,21,4,3,460,2947,2437,1368,460,2943,2423,1380
75900,21.08,4,7,460,2947,2437,1368,460,2943,2423,1380
76200,21.17,4,6,460,2947,2437,1368,460,2943,2423,1380
76500,21.25,4,4,460,2947,2437,1368,460,2943,2423,1380
76800,21.33,4,1,460,2947,2437,1368,460,2943,2423,1380
77100,21.42,4,4,460,2947,2437,1368,460,2943,2423,1380
77400,21.5,4,2,460,2947,2437,1368,460,2943,2423,1380
77700,21.58,4,6,460,2947,2437,1368,460,2943,2423,1380
78000,21.67,4,0,460,2947,2437,1368,460,2943,2423,1380
78300,21.75,4,5,460,2947,2437,1368,460,2943,2423,1380
78600,21.83,4,4,460,2947,2437,1368,460,2943,2423,1380
78900,21.92,4,7,460,2947,2437,1368,460,2943,2423,1380
79200,22,4,3,460,2947,2437,1368,460,2943,2423,1380
79500,22.08,4,1,460,2947,2437,1368,460,2943,2423,1380
79800,22.17,4,3,460,2947,2437,1368,460,2943,2423,1380
80100,22.25,4,7,460,2947,2437,1368,460,2943,2423,1380
80400,22.33,4,5,460,2947,2437,1368,460,2943,2423,1380
80700,22.42,4,3,460,2947,2437,1368,460,2943,2423,1380
81000,22.5,4,11,460,2947,2437,1368,460,2943,2423,1380
81300,22.58,4,8,460,2947,2437,1368,460,2943,2423,1380
81600,22.67,4,8,460,2947,2437,1368,460,2943,2423,1380
81900,22.75,4,2,460,2947,2437,1368,460,2943,2423,1380
82200,22.83,4,7,460,2947,2437,1368,460,2943,2423,1380
82500,22.92,4,7,460,2947,2437,1368,460,2943,2423,1380
82800,23,4,4,460,2947,2437,1368,460,2943,2423,1380
83100,23.08,4,3,460,2947,2437,1368,460,2943,2423,1380
83400,23.17,4,3,460,2947,2437,1368,460,2943,2423,1380
83700,23.25,4,5,460,2947,2437,1368,460,2943,2423,1380
84000,23.33,4,3,460,2947,2437,1368,460,2943,2423,1380
84300,23.42,4,8,460,2947,2437,1368,460,2943,2423,1380
84600,23.5,4,5,460,2947,2437,1368,460,2943,2423,1380
84900,23.58,4,7,460,2947,2437,1368,460,2943,2423,1380
85200,23.67,4,7,460,2947,2437,1368,460,2943,2423,1380
85500,23.75,4,8,460,2947,2437,1368,460,2943,2423,1380
85800,23.83,4,5,460,2947,2437,1368,460,2943,2423,1380
86100,23.92,4,1,460,2947,2437,1368,460,2943,2423,1380
