Configuration,DetailedConfiguration,Run,TotalDeliveries,AvgDeliveryTime,DeliveryTimeSD,AvgEarnings,EarningsSD,AvgDeliveriesPerCourier,DeliveriesPerCourierSD,CourierUtilization,WaitingPercentage,SearchingPercentage,EarningsPerHour,OnTheFlyJobs,MemoryJobs,JobTypeRatio,AvgJobsPerCourier,JobsPerCourierSD
"autonomy-level=2","autonomy-level=2_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_1,2557,"40.6484","15.3553","2614.4652","328.5959","85.2333","10.5917","0.0304","1.0562","92.0454","3268.0816",2506,"51","49.1373","85.2333","10.5917"
"autonomy-level=2","autonomy-level=2_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_2,2654,"46.4442","18.9513","3107.9402","329.7126","88.4667","8.7994","0.0234","0.9139","90.9941","3884.9252",2605,"49","53.1633","88.4667","8.7994"
"autonomy-level=2","autonomy-level=2_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_3,2525,"46.5149","18.7721","2946.363","340.501","84.1667","9.0405","0.0465","0.8486","91.4654","3682.9538",2464,"63","39.1111","84.1667","9.0405"
"autonomy-level=2","autonomy-level=2_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_4,2629,"50.6337","23.3178","3288.2869","432.1666","87.6333","10.0704","0.0294","1.0457","90.4596","4110.3587",2579,"50","51.58","87.6333","10.0704"
"autonomy-level=2","autonomy-level=2_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_5,2507,"48.0965","19.1803","3077.0436","311.7541","83.5667","8.165","0.1032","1.2119","90.8275","3846.3045",2462,"50","49.24","83.5667","8.165"
"autonomy-level=3","autonomy-level=3_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_1,2578,"40.4981","15.0334","2620.7265","283.3298","85.9333","7.4692","0.0049","0.8988","92.2306","3275.9081",2350,"45","52.2222","85.9333","7.4692"
"autonomy-level=3","autonomy-level=3_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_2,2712,"46.6191","18.2712","3206.8831","456.2213","90.4","10.8583","0.0428","0.8007","90.9483","4008.6039",2464,"40","61.6","90.4","10.8583"
"autonomy-level=3","autonomy-level=3_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_3,2507,"46.2744","18.1643","2959.2292","383.1263","83.5667","8.8422","0.0384","0.8329","91.5527","3699.0365",2211,"48","46.0625","83.5667","8.8422"
"autonomy-level=3","autonomy-level=3_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_4,2491,"50.3167","23.6679","3104.1778","440.293","83.0333","9.9359","0.0416","0.9468","91.1099","3880.2222",2253,"47","47.9362","83.0333","9.9359"
"autonomy-level=3","autonomy-level=3_couriers=30_neighbourhood=10_jobRate=3_memory=true_memoryFade=5_fadeStrategy=Linear_coop=0_learningModel=Demand Prediction_predWeight=0.5_clusters=3_restsPerCluster=10_restsClusterSize=10_oppSwitch=true_switchThresh=10",run_5,2570,"47.742","18.8269","3126.7519","419.592","85.6667","8.9378","0.0366","0.9082","91.0498","3908.4399",2363,"45","52.5111","85.6667","8.9378"

