Configuration,DetailedConfiguration,Run,TotalDeliveries,AvgDeliveryTime,DeliveryTimeSD,AvgEarnings,EarningsSD,AvgDeliveriesPerCourier,DeliveriesPerCourierSD,CourierUtilization,WaitingPercentage,SearchingPercentage,EarningsPerHour,OnTheFlyJobs,MemoryJobs,JobTypeRatio,AvgJobsPerCourier,JobsPerCourierSD,AvgOpenOrders,MaxOpenOrders,CreatedWindow1,CreatedWindow2,CreatedWindow3,CreatedWindow4,CompletedWindow1,CompletedWindow2,CompletedWindow3,CompletedWindow4
"autonomy-level=2_cooperativeness-level=2_use-memory=true_memory-fade=5","autonomy-level=2_cooperativeness-level=2_use-memory=true_memory-fade=5_couriers=30_neighbourhood=10_jobRate=10_fadeStrategy=Linear_clusters=3_restsPerCluster=10_restsClusterSize=10",run_1,7213,"52.6598","39.965","8780.9454","393.8463","240.4333","43.7869","0.0754","69.3427","0","10976.1817",0,"7216","0","240.4333","43.7869","4.3171","25","394","3003","2374","1445","394","2999","2363","1457"
"autonomy-level=2_cooperativeness-level=2_use-memory=true_memory-fade=5","autonomy-level=2_cooperativeness-level=2_use-memory=true_memory-fade=5_couriers=30_neighbourhood=10_jobRate=10_fadeStrategy=Linear_clusters=3_restsPerCluster=10_restsClusterSize=10",run_2,7307,"53.3308","48.0647","8904.0424","1729.3543","243.5667","36.5303","0.1881","69.3596","0","11130.0529",0,"7313","0","243.5667","36.5303","4.3345","24","455","2959","2473","1427","455","2951","2465","1436"

